,TCpol,TCs,Amyg,OFCi,INSa,OFCm,TCc,OFCl,TCi,PHC,INS-G,PMCvl,VACv,INSp,PFCpol,HIP,sACC,PFCvl,V2,PFCm,TCv,VACd,V1-right,PFCcl,A2,CCr,CCp,ACC,S2,S1,A1,M1,PCi,PCm,PFCdm,PCip,PCs,FEF,PFCdl,PMCm,PMCdl,Thal-Front,Thal-Temp,Thal-OccPar,BG-caud,BG-put,BG-pall,BG-nac,TCpol,TCs,Amyg,OFCi,INSa,OFCm,TCc,OFCl,TCi,PHC,INS-G,PMCvl,VACv,INSp,PFCpol,HIP,sACC,PFCvl,V2,PFCm,TCv,VACd,V1-left,PFCcl,A2,CCr,CCp,ACC,S2,S1,A1,M1,PCi,PCm,PFCdm,PCip,PCs,FEF,PFCdl,PMCm,PMCdl,Thal-Front,Thal-Temp,Thal-OccPar,BG-caud,BG-put,BG-pall,BG-nac
P5235,0.11534172,-0.013884753,-0.09424177,0.07452217,0.07830194,0.030383706,-0.13734286,0.06934783,-0.07369816,0.0017212033,-0.030290663,-0.017896473,0.081116974,0.030344501,-0.12842983,0.01616916,0.19779515,-0.047912627,-0.1571038,0.14812174,-0.007040918,0.03545758,-0.07862568,-0.13711771,-0.056358576,-0.052272618,-0.04955089,-0.124551624,-0.02800408,-0.25897047,-0.124587625,-0.40715876,0.044008166,-0.1212627,-0.28790793,-0.09149155,-0.29500836,0.05934277,-0.086096585,-0.15672243,-0.005953312,-0.13079199,-0.17133966,0.06290132,-0.284933,-0.28325045,-0.29261848,0.009488672,-0.0004977435,0.025136918,-0.11330727,-0.031864747,0.008999586,0.10804114,0.09289338,0.21881652,-0.012628913,-0.06283021,-0.005017817,-0.024223447,0.019071221,-0.028216094,-0.016397297,0.037325755,0.044381827,-0.062357962,-0.15679824,0.038752556,-0.07838917,0.075299144,-0.027009428,-0.06325497,-0.16071019,-0.024949372,0.019357562,-0.054595947,-0.106322914,-0.072054654,-0.16775143,-0.30524558,-0.0743449,0.11669272,0.130149,0.073643014,-0.19738266,-0.03741747,0.06611732,-0.038980663,-0.006253034,-0.13881764,-0.19999805,-0.011427134,-0.21331307,-0.19291344,0.05462411,-0.01234141
P5236,-0.005798191,0.011582792,-0.013049185,-0.07424234,-0.047677338,-0.11104357,-0.08775443,0.024824977,-0.036075056,-0.036966592,-0.021532983,0.033140987,-0.23115307,0.09537035,-0.057114422,0.0031059384,0.11756238,0.031361356,-0.21800986,-0.079215854,0.04120484,0.0013847649,-0.17794439,-0.15174219,0.20500085,-0.062918276,-0.0031657517,0.004218042,0.007932782,0.10739905,0.16995698,-0.006072372,-0.08451365,0.013936102,0.013653994,0.006262034,0.060177147,0.03128308,-0.040855825,0.05039379,-0.08055419,-0.030887008,-0.037959397,0.04833284,-0.10053161,0.005841613,0.008773565,0.26344907,0.1792717,-0.04509698,-0.042443663,0.14678079,0.07911095,-0.07163063,0.014434755,0.029007316,-0.019695878,-0.025556207,-0.05449736,0.03515166,-0.1785112,0.06384742,-0.10665983,-0.023697823,0.11632994,-0.06584266,-0.088811815,-0.1275332,-0.09999198,-0.030127913,-0.14769924,-0.20573515,0.08705136,0.013074994,0.024989188,-0.009506702,-0.05263394,0.025887728,0.10901296,-0.042931274,-0.103654176,0.0101438165,-0.16043904,-0.09106812,-0.015367776,-0.10621777,-0.1702686,0.091151595,-0.015569866,0.001674056,-0.062287062,-0.020601273,-0.089933515,0.06947577,0.047421247,0.1444112
P5237,-0.04773046,-0.0102722645,-0.22517358,-0.08126846,0.0014025718,-0.063880846,-0.11735034,-0.052635252,-0.1266383,-0.013338417,-0.09803879,-0.02752842,-0.12699595,-0.15754002,-0.08413747,0.049063146,0.00057193637,-0.024662271,-0.1347473,-0.15181932,-0.24592307,-0.099282056,-0.18051803,-0.1281683,-0.20270014,-0.020986557,0.044116825,-0.07150903,-0.12955812,-0.3079518,-0.06540716,-0.25753915,-0.037703663,0.07153261,-0.018670857,-0.16095623,-0.18016371,-0.23678902,-0.0997652,-0.24886288,-0.13289669,-0.011767507,-0.2741763,-0.05566314,-0.18562964,-0.03501469,0.048462123,-0.18822226,0.044373527,-0.007839084,-0.08150315,-0.065244436,-0.031448364,0.044310123,-0.15016808,-0.12885916,-0.26580948,-0.023790896,-0.01148954,-0.010612905,0.044941425,-0.07529688,-0.012351632,-0.007626191,0.0041256845,-0.028201044,-0.13967705,-0.08929688,-0.26461518,-0.10000174,-0.20055175,-0.108347625,-0.22596705,-0.015332788,-0.029518098,-0.05525458,-0.07925731,-0.3580587,-0.159547,-0.34522516,-0.05812268,0.012307286,-0.13539386,-0.043491334,-0.14024365,0.02621001,-0.074548155,0.099648386,-0.06814869,-0.032764167,-0.2812616,-0.035163283,-0.1859692,-0.05857855,-0.05738631,-0.1540027
P5238,-0.029017866,-0.028507054,0.11222002,0.05772385,-0.044461757,0.1446962,0.008517295,0.15248355,-0.18886063,0.0329929,-0.0025721788,0.08198702,-0.19161227,0.0051548183,0.2932372,0.07851282,0.07969934,0.040599078,-0.11606678,0.06232825,-0.26709133,-0.044498384,-0.0394592,-0.03929302,-0.19559255,-0.03167641,0.02246347,-0.0025306046,-0.020411491,-0.08150309,-0.17434177,-0.06626378,-0.06948432,-0.007648349,0.05982043,-0.17174253,-0.19476372,0.0899581,0.041711822,-0.05020237,-0.010222048,-0.063307345,-0.12457955,-0.082119584,-0.2582794,-0.13195848,-0.14648911,0.1547803,-0.14460078,-0.015509799,0.0009875894,0.126504,-0.059113443,0.12172428,-0.0047894716,0.058174193,-0.054586828,-0.050005615,0.026323766,0.0710641,-0.17776078,-0.10147004,0.22444835,-0.05013573,-0.11855546,0.08426979,-0.092971325,0.032747567,-0.123687595,-0.09405741,-0.15161291,-0.039477795,-0.07358822,0.025389194,0.03485009,-0.02009213,-0.078401774,-0.03983341,-0.14411834,-0.06098233,0.010712326,0.03251204,0.094233364,-0.012421668,-0.098846674,0.019263804,0.051286533,0.027510345,-0.089868695,-0.10560429,-0.19905405,-0.062322944,-0.2790863,-0.14315072,-0.032586694,0.084828496
P5243,0.060130626,-0.004027143,-0.13667002,-0.11156297,-0.18000911,-0.04038398,-0.03286335,0.05935125,-0.041550756,-0.1333,-0.084192306,-0.06430346,-0.1824176,-0.062256664,0.062202394,0.014472634,0.12075901,0.08748427,0.042155236,0.08534762,-0.15606543,0.04092391,-0.12449938,0.09483945,-0.13078198,0.07225919,0.01692766,-0.021843761,-0.15607199,-0.1862329,-0.1440539,-0.1459984,0.1373196,0.0019675195,-0.049475193,-0.02727139,-0.040255398,0.14354256,-0.0058149397,0.07298708,0.044660002,-0.17037058,-0.24235913,-0.12219229,0.03841266,-0.01597935,0.038912773,0.09523213,-0.099011034,0.02548796,-0.22445461,0.03501223,-0.2251131,-0.05887188,-0.03916742,-0.027784735,-0.041044444,0.00014358759,0.03904578,0.017350674,-0.04814014,-0.029022992,0.06951246,-0.044516087,0.0984222,-0.05948636,-0.011240482,0.17645979,-0.0946469,0.0099016875,-0.17116249,-0.030552596,-0.164733,0.15061569,0.17276949,0.03940375,-0.10137564,-0.13907431,-0.038450956,-0.17061435,0.008971423,0.051597983,0.044801027,0.01971811,0.06562802,0.07718828,-0.09524611,0.0455586,-0.08004695,-0.16385964,-0.21749765,-0.0795916,0.105421424,-0.03519827,0.0019325316,-0.022878021
P5244,0.10190952,0.031655207,0.045945168,-0.057159185,-0.031882048,-0.07641573,-0.018461794,-0.022985429,0.0045564473,-0.14099228,0.047123432,0.09554559,0.005474791,-0.028905094,0.03140202,0.058685362,-0.17094114,-0.06141852,0.15428084,0.0057775676,-0.11242914,0.06068012,0.08639702,-0.055901915,0.00063312054,-0.0030775368,0.058425546,0.09801248,-0.13671488,-0.11016384,-0.048312545,0.014588267,0.07946403,0.142405,-0.011074662,0.10112515,0.09470776,0.05503598,0.059634715,0.10069668,0.056537837,-0.11648926,-0.059785932,0.07350412,0.032239974,-0.013235241,-0.11936784,0.1386854,0.01730311,0.11226863,0.045526624,-0.036339253,-0.048988968,-0.22679739,-0.017259255,0.009228408,-0.10494888,0.03792885,0.0596191,-0.0021414757,-0.044118285,-0.07422754,0.09312455,0.0014736354,-0.12045133,-0.06614564,-0.037049785,-0.16309515,0.011628807,0.043442577,0.1287322,0.007743165,0.033905804,0.0076007247,0.06760129,-0.0152415335,-0.021708727,-0.08901578,0.042871594,-0.007875204,0.002113551,0.13603199,0.101902604,0.064339876,0.08125889,0.033946663,0.013836861,0.02501838,0.012344182,-0.1031875,-0.013504744,-0.084699824,-0.07315311,-0.065324366,0.07346684,0.00932616
P5245,0.042125314,-0.03396851,-0.0858655,0.019864663,-0.012509465,-0.087721646,-0.1141375,0.021035418,-0.15272751,-0.079636246,0.10779306,-0.072871625,-0.013817757,-0.11068401,-0.14971358,-0.011763662,-0.08829367,0.13013439,-0.07358852,-0.11301947,0.1317848,-0.11507386,0.19857961,-0.12278551,-0.16086352,0.16085398,-0.14099702,0.008534551,-0.021790981,-0.1586063,-0.0648168,-0.1339152,-0.10221404,-0.073838085,-0.023060054,-0.03547126,-0.08565849,-0.111504436,-0.028805763,-0.20315206,-0.06044975,-0.3919474,-0.14394757,-0.26015592,-0.12311873,-0.17486471,-0.11815444,-0.15941796,0.14284147,-0.007401526,-0.08565152,-0.032406747,0.09475446,-0.13136499,-0.05223474,0.008473575,-0.22045359,-0.044640422,0.016860932,-0.018535733,0.0067906976,-0.1407632,-0.10574776,-0.20337401,-0.043887436,0.018312395,0.11109412,-0.04966733,-0.07349777,-0.105455935,0.16255265,-0.18735364,-0.17434919,0.13367909,-0.1000002,-0.029538602,-0.15140405,-0.19273409,-0.2234709,-0.21598366,-0.09048273,-0.16218919,-0.12573004,0.15823829,-0.09083435,-0.06011471,-0.03450972,-0.108252615,-0.03425014,-0.34497648,0.0030943453,-0.29473925,-0.03682527,-0.16057867,-0.13536745,-0.13095057
P5247,0.089721575,-0.09312768,-0.10553801,-0.025716424,0.069167525,0.068841696,-0.09678477,-0.02908197,-0.05343631,0.0031837523,0.012053609,0.12986511,-0.083087206,0.032143623,-0.14181313,-0.11699568,-0.029016703,0.078624696,-0.08478308,0.13118517,-0.18527412,-0.18206549,-0.10920113,0.032110795,6.407499e-05,-0.1421808,-0.05113122,-0.016231477,0.0045088828,-0.22728202,-0.15347931,-0.19730769,0.056039736,-0.11063492,-0.009151518,0.11534417,-0.011181623,0.025027633,0.13569868,-0.07690495,-0.22349226,-0.34386504,-0.27971947,-0.18853423,-0.117777795,-0.04412383,-0.08790183,-0.0012360811,-0.029281601,0.010909289,-0.0012095869,0.029618606,-0.107580304,0.14236285,0.06707737,-0.038180605,0.042565227,0.056902736,-0.038526356,0.05123909,-0.10346112,0.07566908,0.023845464,0.27667952,-0.040991724,0.09247528,-0.12880436,0.120762646,-0.15195665,-0.07485014,-0.105018616,-0.017510995,-0.041194737,0.14290679,0.065709084,0.009497225,0.0050050616,-0.20431763,-0.017979711,-0.15095189,0.06855461,0.11785585,0.0821709,0.13099435,0.04772955,0.047069043,0.066590935,0.017758608,-0.052661896,-0.2653623,-0.3608043,-0.19243234,-0.109080136,-0.066933036,-0.05215019,0.022570014
P5249,0.09652129,-0.04418035,-0.25420138,-0.14205642,-0.11323929,0.11240566,0.013870209,0.111518264,-0.11129847,-0.025030851,0.11936957,-0.004653394,-0.0005876124,-0.053990513,0.1924423,0.09974067,-0.045904398,-0.09828058,-0.021991432,0.09040415,-0.04325041,0.0015085936,0.14661098,-0.08929768,0.172835,0.04852128,-0.012352914,0.17244336,0.03401035,0.039965034,0.07562408,-0.058991373,-0.047915548,-0.07795423,0.012298167,-0.033380836,0.024845093,-0.15697253,0.080733895,-0.054852664,0.044045642,0.07293567,-0.013228595,-0.025712103,-0.036925465,0.13896558,0.10729453,-0.2425152,0.038578272,0.05709319,-0.18941823,-0.14855936,-0.29065138,0.15510727,0.0037364066,0.115492865,-0.036058187,0.039051056,0.041119903,0.046693683,-0.016199797,-0.07345265,0.18537381,0.08297351,-0.0065484643,-0.092366785,0.043956965,0.091440916,0.030454516,0.0909757,0.12024483,0.038489968,-0.06902528,0.06270701,0.04115835,0.11109552,-0.07295096,0.00020949543,0.1122978,-0.0077023804,0.022886842,-0.0063000023,0.081409454,-0.0015178621,0.0322136,-0.046593785,0.11047217,-0.01430133,-0.07186137,0.105790734,0.022853613,-0.011918038,-0.0023991168,0.1490429,0.027526021,-0.2696414
P5252,-0.030230582,-0.21864891,-0.1595025,-0.06283589,-0.032740057,-0.008724034,-0.26184407,-0.028615296,-0.34123284,-0.07299408,-0.06975955,0.0054956973,-0.19989681,-0.012656957,0.20346403,-0.08075753,0.059532553,0.05076389,-0.087658405,-0.0059054196,-0.10698545,-0.15994461,-0.070641875,-0.07581474,-0.2619098,-0.004069388,0.039405942,-0.19449261,-0.045966834,-0.0914405,0.14169157,-0.14978124,0.042320907,0.11936924,0.13966265,-0.02569735,0.024531662,-0.08890298,-0.07047424,-0.14970477,-0.17019476,-0.3036452,-0.24327374,-0.014436454,-0.41793665,-0.08027235,-0.17372409,0.026026785,-0.06966627,-0.08401924,-0.045113564,-0.1163633,-0.110639155,-0.020697951,-0.17887208,-0.11374402,-0.28390974,0.07427609,-0.0651539,0.004532546,-0.21203491,-0.11213744,0.19912946,-0.08659749,0.04853955,0.005696699,-0.114932746,0.15337676,-0.30008876,-0.08197108,-0.045689344,-0.092392385,-0.1168533,-0.0842396,0.044074744,-0.21817707,-0.029462218,-0.06849417,0.08593416,-0.23639223,-0.04134068,0.16479766,0.09171876,0.026869059,-0.0958586,-0.03150019,-0.21805346,-0.097124666,-0.250819,-0.17206922,-0.20372531,-0.0130061805,-0.44893897,-0.12655693,-0.020842433,0.050298512
P5253,0.08316964,0.03505197,0.05268109,0.0005507469,-0.18310714,-0.0069825947,0.041473746,-0.055318713,0.00045019388,0.1259524,0.020857543,0.11799353,-0.25413477,-0.026056558,0.14534035,-0.15068421,0.048731863,-0.010443062,-0.014493793,-0.031159937,0.124927014,-0.0054050684,-0.11665192,-0.062692404,-0.0026998222,-0.25315237,-0.02036503,-0.08405873,0.106434554,0.027719408,-0.16742972,-0.009237051,0.081146464,-0.020381898,-0.09787023,0.06650138,-0.020351648,0.06252906,0.030623972,-0.013474569,-0.06529242,-0.21823558,0.0025299191,0.105594754,0.004993677,-0.07148051,-0.24240592,-0.12904412,0.0041671395,0.13186768,-0.100933105,-0.005150318,0.07309726,-0.13598308,-0.0868046,-0.016641468,-0.0714691,0.2602406,0.09447086,-0.018338233,-0.0662781,-0.102769315,0.09071943,-0.21079874,0.036028802,0.08750674,-0.037494242,0.053571284,0.052378267,-0.022623092,-0.18488911,0.00024205446,-0.07664621,-0.06400877,-0.04822859,-0.15491758,0.071483225,0.039797306,-0.051449537,-0.08775957,0.11231165,0.06687564,0.007564336,0.03901145,0.018795699,-0.032607943,-0.0848826,-0.03534314,-0.027512908,-0.13797978,0.081201196,0.16822892,-0.10650712,0.066773266,-0.14688608,-0.051978588
P5254,-0.03993544,-0.10382961,-0.2824388,0.27049294,0.01657018,-0.30493408,-0.10663167,-0.23272064,-0.106193006,0.018498272,0.049307078,-0.007497132,-0.21661437,-0.21810934,0.0026759803,-0.07771817,0.14029291,-0.074724436,-0.0013194382,0.27644402,-0.14258459,-0.13817261,-0.041792333,-0.095897704,-0.09871882,0.13801056,-0.059984803,0.016824007,-0.3833996,-0.14302644,-0.32403207,-0.13262264,0.14465907,0.12156537,0.18945864,-0.054620743,-0.020520449,0.045859367,0.103731185,-0.09045184,-0.16369793,-0.21117438,-0.17324941,-0.40316272,-0.07578808,-0.04353553,-0.0076625347,0.052220464,-0.032259196,-0.06278241,-0.10874781,-0.0056361705,0.049212813,-0.047338575,-0.11870855,-0.098719135,-0.20635244,0.04140088,-0.13500956,-0.09416327,-0.25553313,-0.1925256,0.14959514,-0.1179488,0.07635683,0.041310936,-0.10147685,0.21678212,-0.2526717,-0.106842205,-0.1429767,0.045087337,-0.13198394,0.0776791,0.028236419,0.11155559,-0.35882384,-0.040083453,-0.2739191,-0.17105569,0.16577801,0.14234558,0.22892451,-0.034932375,-0.0005004108,0.11125849,0.11803937,-0.13962224,-0.19436249,-0.06945264,-0.2141703,-0.4060849,-0.04231304,-0.10173932,-0.08546573,0.026567996
P5258,-0.24956055,-0.021416575,0.04450822,0.09040344,0.004297197,0.10151842,0.0039313287,0.15620342,-0.09052852,0.06559774,0.06428802,0.082938716,0.0014849603,-0.07430658,-0.04459384,0.12928016,0.11582348,-0.027458996,-0.0569143,-0.03928274,-0.11799976,-0.06450507,-0.06956059,-0.098606184,-0.27456352,-0.033848166,0.03809181,-0.05915357,-0.16139707,-0.14599055,-0.2368966,-0.13734806,-0.0656898,-0.053885072,-0.09096074,-0.14510535,-0.087699234,-0.0019381642,-0.035792083,-0.10359068,-0.09695706,-0.07004154,-0.08937508,-0.033180147,-0.24977435,-0.06839293,-0.022975415,0.29001915,0.0048277527,-0.051943958,-0.00041255355,0.0013701171,0.12480247,0.10162197,-0.0012281835,0.09337591,-0.05257705,0.0422754,0.012811959,0.009338424,-0.04465294,-0.04944417,-0.020635903,0.0030212104,0.10172823,-0.07790354,-0.08104277,-0.020883888,-0.060928494,-0.019127607,-0.07486573,-0.106749326,-0.14199516,-0.00608325,0.013340861,-0.07146707,-0.0626598,-0.1964261,-0.11839265,-0.08118126,-0.052596137,-0.032922447,-0.04556054,0.009334326,0.02782631,0.015066326,-0.09235421,-0.02445817,-0.15930207,-0.013762087,-0.17941,-0.023552358,-0.07849631,-0.08015427,0.12147838,0.3427772
P5259,0.15764944,0.14755867,0.21842924,0.17970353,0.21851665,0.08560726,0.13258927,0.10534601,-0.011582464,0.08771789,0.1902911,-0.0062705576,-0.12477592,0.014700562,-0.060604274,0.32520357,0.015324652,0.0868271,-0.18794763,0.058743894,0.045816302,-0.12257543,-0.3454606,-0.05677226,-0.010724485,0.11558187,0.13866884,0.17604305,0.027373731,0.080953896,-0.051934898,-0.026248693,-0.076607525,0.06125909,0.06896278,0.029610425,-0.012368619,0.064050555,-0.03158091,0.117521316,-0.0173053,-0.18973479,-0.016487569,-0.09297615,-0.042532295,-0.11286622,-0.048049033,0.17258027,0.022919655,0.007717237,0.17682883,0.016659543,0.13430244,0.11657959,0.031728297,-0.0492512,-0.026499212,0.09883726,0.09769684,-0.07893267,-0.081357926,-0.027298182,0.064795196,0.08485043,0.13222316,0.038614273,-0.07983661,0.0009787679,-0.10397127,-0.23070735,-0.30165642,-0.060462147,-0.10591081,0.07470244,0.1996055,0.18597545,-0.057733864,0.01804766,-0.18742165,0.06338939,-0.032288194,0.19594038,0.24777234,-0.020564884,0.010866672,0.109799564,0.068789214,0.057831913,0.0663802,-0.11919388,-0.15430817,-0.08283016,-0.16823944,-0.19427639,0.2562328,0.14511636
P5260,-0.12171501,0.080449924,-0.04244581,-0.0016877949,0.10232785,0.069297224,-0.021125555,-0.032728985,-0.1368042,-0.088343084,-0.037270516,-0.033862293,0.21682948,-0.10720846,-0.008459926,0.010363042,-0.13740563,0.0618124,0.2546283,0.10577592,-0.17310652,-0.17811608,0.09289619,0.032467663,-0.054227173,0.10592416,0.07153723,0.025233865,0.084421575,-0.08899766,-0.03890112,-0.14831251,0.05322145,0.061966836,0.16301736,-0.07864094,-0.08880913,-0.096652076,0.044641316,-0.027378619,-0.067808494,-0.18391946,-0.038395166,-0.062472567,-0.18127629,-0.16541296,-0.1731866,-0.07007486,-0.03721729,0.02059576,-0.06510708,-0.029798627,-0.08354974,0.11673477,0.15815882,-0.12157774,0.13254315,-0.021916687,0.04357457,-0.04128599,-0.051176876,-0.09284912,0.04170978,0.07857245,-0.09229413,0.07417902,-0.054273903,0.13943815,-0.16287467,-0.16356614,0.041493148,0.06249073,0.07085675,0.08474904,0.157617,-0.008126706,0.05798933,-0.1374637,-0.122603595,-0.15173785,0.0915741,0.10854843,0.21302363,0.060053736,-0.0029105544,-0.009592831,0.024002016,0.03901899,-0.09982073,-0.08481467,-0.0033496916,-0.06985301,-0.18110296,-0.12939414,-0.10116804,-0.09011492
